code,start_date,end_date
002188.SZ,2007-11-22,2099-01-01
002189.SZ,2007-12-03,2099-01-01
002190.SZ,2007-12-03,2099-01-01
002191.SZ,2007-12-05,2099-01-01
002192.SZ,2007-12-05,2099-01-01
002193.SZ,2007-12-07,2099-01-01
002194.SZ,2007-12-07,2099-01-01
002195.SZ,2007-12-12,2099-01-01
002196.SZ,2007-12-12,2099-01-01
002197.SZ,2007-12-18,2099-01-01
002198.SZ,2007-12-18,2099-01-01
002199.SZ,2007-12-21,2099-01-01
002200.SZ,2007-12-21,2099-01-01
002201.SZ,2007-12-26,2099-01-01
002202.SZ,2007-12-26,2099-01-01
002203.SZ,2008-01-16,2099-01-01
002204.SZ,2008-01-16,2099-01-01
002205.SZ,2008-01-23,2099-01-01
002206.SZ,2008-01-23,2099-01-01
002207.SZ,2008-01-28,2099-01-01
002208.SZ,2008-01-28,2099-01-01
002209.SZ,2008-01-30,2099-01-01
002210.SZ,2008-01-30,2099-01-01
002211.SZ,2008-02-01,2099-01-01
002212.SZ,2008-02-01,2099-01-01
002213.SZ,2008-02-01,2099-01-01
002214.SZ,2008-02-18,2099-01-01
002215.SZ,2008-02-18,2099-01-01
002216.SZ,2008-02-20,2099-01-01
002217.SZ,2008-02-20,2099-01-01
002218.SZ,2008-02-28,2099-01-01
002219.SZ,2008-03-06,2099-01-01
002220.SZ,2008-02-28,2099-01-01
002221.SZ,2008-03-06,2099-01-01
002222.SZ,2008-03-19,2099-01-01
002223.SZ,2008-04-18,2099-01-01
002224.SZ,2008-04-25,2099-01-01
002225.SZ,2008-04-25,2099-01-01
002226.SZ,2008-05-06,2099-01-01
002227.SZ,2008-05-06,2099-01-01
002228.SZ,2008-05-08,2099-01-01
002229.SZ,2008-05-08,2099-01-01
002230.SZ,2008-05-12,2099-01-01
002231.SZ,2008-05-12,2099-01-01
002232.SZ,2008-05-09,2099-01-01
002233.SZ,2008-05-16,2099-01-01
002234.SZ,2008-05-16,2099-01-01
002235.SZ,2008-05-16,2099-01-01
002236.SZ,2008-05-20,2099-01-01
002237.SZ,2008-05-20,2099-01-01
002238.SZ,2008-05-26,2099-01-01
002239.SZ,2008-05-22,2099-01-01
002240.SZ,2008-05-23,2099-01-01
002241.SZ,2008-05-22,2099-01-01
002242.SZ,2008-05-28,2099-01-01
002243.SZ,2008-05-28,2099-01-01
002244.SZ,2008-05-29,2099-01-01
002245.SZ,2008-06-05,2099-01-01
002246.SZ,2008-06-05,2099-01-01
002247.SZ,2008-06-12,2099-01-01
002248.SZ,2008-06-12,2099-01-01
002249.SZ,2008-06-19,2099-01-01
002250.SZ,2008-06-19,2099-01-01
002251.SZ,2008-06-19,2099-01-01
002252.SZ,2008-06-23,2099-01-01
002253.SZ,2008-06-23,2099-01-01
002254.SZ,2008-06-25,2099-01-01
002255.SZ,2008-06-25,2099-01-01
002256.SZ,2008-06-25,2099-01-01
002258.SZ,2008-07-08,2099-01-01
002259.SZ,2008-07-16,2099-01-01
002260.SZ,2008-07-16,2099-01-01
002261.SZ,2008-07-23,2099-01-01
002262.SZ,2008-07-23,2099-01-01
002263.SZ,2008-07-28,2099-01-01
002264.SZ,2008-07-31,2099-01-01
002265.SZ,2008-08-06,2099-01-01
002266.SZ,2008-08-06,2099-01-01
002267.SZ,2008-08-13,2099-01-01
002268.SZ,2008-08-11,2099-01-01
002269.SZ,2008-08-28,2099-01-01
002270.SZ,2008-09-05,2099-01-01
002271.SZ,2008-09-10,2099-01-01
002272.SZ,2008-09-19,2099-01-01
002273.SZ,2008-09-19,2099-01-01
002274.SZ,2008-09-25,2099-01-01
002275.SZ,2009-07-10,2099-01-01
002276.SZ,2009-07-10,2099-01-01
002277.SZ,2009-07-17,2099-01-01
002278.SZ,2009-08-11,2099-01-01
002279.SZ,2009-08-11,2099-01-01
002280.SZ,2009-08-21,2099-01-01
002281.SZ,2009-08-21,2099-01-01
002282.SZ,2009-08-21,2099-01-01
002283.SZ,2009-08-21,2099-01-01
002284.SZ,2009-08-28,2099-01-01
002285.SZ,2009-08-28,2099-01-01
002286.SZ,2009-08-28,2099-01-01
002287.SZ,2009-08-28,2099-01-01
002288.SZ,2009-09-03,2099-01-01
002289.SZ,2009-09-03,2099-01-01
002290.SZ,2009-09-03,2099-01-01
002291.SZ,2009-09-03,2099-01-01
002292.SZ,2009-09-10,2099-01-01
002293.SZ,2009-09-10,2099-01-01
002294.SZ,2009-09-10,2099-01-01
002295.SZ,2009-09-29,2099-01-01
002296.SZ,2009-09-29,2099-01-01
002297.SZ,2009-09-29,2099-01-01
002298.SZ,2009-09-29,2099-01-01
002299.SZ,2009-10-21,2099-01-01
002300.SZ,2009-10-21,2099-01-01
002301.SZ,2009-10-21,2099-01-01
002302.SZ,2009-11-03,2099-01-01
002303.SZ,2009-11-03,2099-01-01
002304.SZ,2009-11-06,2099-01-01
002305.SZ,2009-11-06,2099-01-01
002306.SZ,2009-11-11,2099-01-01
002307.SZ,2009-11-11,2099-01-01
002308.SZ,2009-11-27,2099-01-01
002309.SZ,2009-11-27,2099-01-01
002310.SZ,2009-11-27,2099-01-01
002311.SZ,2009-11-27,2099-01-01
002312.SZ,2009-12-03,2099-01-01
002313.SZ,2009-12-03,2099-01-01
002314.SZ,2009-12-03,2099-01-01
002315.SZ,2009-12-09,2099-01-01
002316.SZ,2009-12-09,2099-01-01
002317.SZ,2009-12-11,2099-01-01
002318.SZ,2009-12-11,2099-01-01
002319.SZ,2009-12-11,2099-01-01
002320.SZ,2009-12-16,2099-01-01
002321.SZ,2009-12-16,2099-01-01
002322.SZ,2009-12-18,2099-01-01
002323.SZ,2009-12-18,2099-01-01
002324.SZ,2009-12-18,2099-01-01
002325.SZ,2009-12-22,2099-01-01
002326.SZ,2009-12-22,2099-01-01
002327.SZ,2009-12-30,2099-01-01
002328.SZ,2009-12-30,2099-01-01
002329.SZ,2010-01-06,2099-01-01
002330.SZ,2010-01-06,2099-01-01
002331.SZ,2010-01-06,2099-01-01
002332.SZ,2010-01-12,2099-01-01
002333.SZ,2010-01-12,2099-01-01
002334.SZ,2010-01-13,2099-01-01
002335.SZ,2010-01-13,2099-01-01
002336.SZ,2010-01-13,2099-01-01
002337.SZ,2010-01-15,2099-01-01
002338.SZ,2010-01-15,2099-01-01
002339.SZ,2010-01-22,2099-01-01
002340.SZ,2010-01-22,2099-01-01
002341.SZ,2010-01-22,2099-01-01
002342.SZ,2010-01-26,2099-01-01
002343.SZ,2010-01-26,2099-01-01
002344.SZ,2010-01-26,2099-01-01
002345.SZ,2010-01-28,2099-01-01
002346.SZ,2010-01-28,2099-01-01
002347.SZ,2010-01-28,2099-01-01
002348.SZ,2010-02-03,2099-01-01
002349.SZ,2010-02-03,2099-01-01
002350.SZ,2010-02-03,2099-01-01
002351.SZ,2010-02-05,2099-01-01
002352.SZ,2010-02-05,2099-01-01
002353.SZ,2010-02-05,2099-01-01
002354.SZ,2010-02-09,2099-01-01
002355.SZ,2010-02-09,2099-01-01
002356.SZ,2010-02-09,2099-01-01
002357.SZ,2010-02-10,2099-01-01
002358.SZ,2010-02-10,2099-01-01
002359.SZ,2010-02-10,2099-01-01
002360.SZ,2010-03-03,2099-01-01
002361.SZ,2010-03-03,2099-01-01
002362.SZ,2010-03-03,2099-01-01
002363.SZ,2010-03-05,2099-01-01
002364.SZ,2010-03-05,2099-01-01
002365.SZ,2010-03-05,2099-01-01
002366.SZ,2010-03-12,2099-01-01
002367.SZ,2010-03-12,2099-01-01
002368.SZ,2010-03-12,2099-01-01
002369.SZ,2010-03-16,2099-01-01
002370.SZ,2010-03-16,2099-01-01
002371.SZ,2010-03-16,2099-01-01
002372.SZ,2010-03-18,2099-01-01
002373.SZ,2010-03-18,2099-01-01
002374.SZ,2010-03-18,2099-01-01
002375.SZ,2010-03-23,2099-01-01
002376.SZ,2010-03-23,2099-01-01
002377.SZ,2010-03-23,2099-01-01
002378.SZ,2010-03-31,2099-01-01
002379.SZ,2010-03-31,2099-01-01
002380.SZ,2010-03-31,2099-01-01
002381.SZ,2010-04-02,2099-01-01
002382.SZ,2010-04-02,2099-01-01
002383.SZ,2010-04-02,2099-01-01
002384.SZ,2010-04-09,2099-01-01
002385.SZ,2010-04-09,2099-01-01
002386.SZ,2010-04-09,2099-01-01
002387.SZ,2010-04-13,2099-01-01
002388.SZ,2010-04-13,2099-01-01
002389.SZ,2010-04-13,2099-01-01
002390.SZ,2010-04-16,2099-01-01
002391.SZ,2010-04-16,2099-01-01
002392.SZ,2010-04-23,2099-01-01
002393.SZ,2010-04-23,2099-01-01
002394.SZ,2010-04-23,2099-01-01
002395.SZ,2010-04-29,2099-01-01
002396.SZ,2010-06-23,2099-01-01
002397.SZ,2010-04-29,2099-01-01
002398.SZ,2010-05-06,2099-01-01
002399.SZ,2010-05-06,2099-01-01
002400.SZ,2010-05-06,2099-01-01
002401.SZ,2010-05-06,2099-01-01
002402.SZ,2010-05-11,2099-01-01
002403.SZ,2010-05-11,2099-01-01
002404.SZ,2010-05-11,2099-01-01
002405.SZ,2010-05-18,2099-01-01
002406.SZ,2010-05-18,2099-01-01
002407.SZ,2010-05-18,2099-01-01
002408.SZ,2010-05-18,2099-01-01
002409.SZ,2010-05-25,2099-01-01
002410.SZ,2010-05-25,2099-01-01
002411.SZ,2010-05-25,2099-01-01
002412.SZ,2010-05-25,2099-01-01
002413.SZ,2010-05-28,2099-01-01
002414.SZ,2010-07-16,2099-01-01
002415.SZ,2010-05-28,2099-01-01
002416.SZ,2010-05-28,2099-01-01
002417.SZ,2010-06-01,2099-01-01
002418.SZ,2010-06-01,2099-01-01
002419.SZ,2010-06-01,2099-01-01
002420.SZ,2010-06-01,2099-01-01
002421.SZ,2010-06-03,2099-01-01
002422.SZ,2010-06-03,2099-01-01
002423.SZ,2010-06-03,2099-01-01
002424.SZ,2010-06-03,2099-01-01
002425.SZ,2010-06-08,2099-01-01
002426.SZ,2010-06-08,2099-01-01
002427.SZ,2010-06-08,2099-01-01
002428.SZ,2010-06-08,2099-01-01
002429.SZ,2010-06-10,2099-01-01
002430.SZ,2010-06-10,2099-01-01
002431.SZ,2010-06-10,2099-01-01
002432.SZ,2010-06-10,2099-01-01
002433.SZ,2010-06-18,2099-01-01
002434.SZ,2010-06-18,2099-01-01
002435.SZ,2010-06-18,2099-01-01
002436.SZ,2010-06-18,2099-01-01
002437.SZ,2010-06-23,2099-01-01
002438.SZ,2010-06-23,2099-01-01
002439.SZ,2010-06-23,2099-01-01
002440.SZ,2010-07-06,2099-01-01
002441.SZ,2010-07-06,2099-01-01
002442.SZ,2010-07-06,2099-01-01
002443.SZ,2010-07-06,2099-01-01
002444.SZ,2010-07-13,2099-01-01
002445.SZ,2010-07-13,2099-01-01
002446.SZ,2010-07-13,2099-01-01
002447.SZ,2010-07-13,2099-01-01
002448.SZ,2010-07-16,2099-01-01
002449.SZ,2010-07-16,2099-01-01
002450.SZ,2010-07-16,2099-01-01
002451.SZ,2010-07-20,2099-01-01
002452.SZ,2010-07-20,2099-01-01
002453.SZ,2010-07-20,2099-01-01
002454.SZ,2010-07-20,2099-01-01
002455.SZ,2010-08-03,2099-01-01
002456.SZ,2010-08-03,2099-01-01
002457.SZ,2010-08-03,2099-01-01
002458.SZ,2010-08-10,2099-01-01
002459.SZ,2010-08-10,2099-01-01
002460.SZ,2010-08-10,2099-01-01
002461.SZ,2010-08-18,2099-01-01
002462.SZ,2010-08-18,2099-01-01
002463.SZ,2010-08-18,2099-01-01
002464.SZ,2010-08-31,2099-01-01
002465.SZ,2010-08-31,2099-01-01
002466.SZ,2010-08-31,2099-01-01
002467.SZ,2010-09-08,2099-01-01
002468.SZ,2010-09-08,2099-01-01
002469.SZ,2010-09-08,2099-01-01
002470.SZ,2010-09-08,2099-01-01
002471.SZ,2010-09-10,2099-01-01
002472.SZ,2010-09-10,2099-01-01
002473.SZ,2010-09-10,2099-01-01
002474.SZ,2010-09-15,2099-01-01
002475.SZ,2010-09-15,2099-01-01
002476.SZ,2010-09-15,2099-01-01
002477.SZ,2010-09-15,2099-01-01
002478.SZ,2010-09-21,2099-01-01
002479.SZ,2010-09-21,2099-01-01
002480.SZ,2010-09-21,2099-01-01
002481.SZ,2010-09-21,2099-01-01
002482.SZ,2010-09-29,2099-01-01
002483.SZ,2010-09-29,2099-01-01
002484.SZ,2010-09-29,2099-01-01
002485.SZ,2010-10-15,2099-01-01
002486.SZ,2010-10-15,2099-01-01
002487.SZ,2010-10-15,2099-01-01
002488.SZ,2010-10-21,2099-01-01
002489.SZ,2010-10-21,2099-01-01
002490.SZ,2010-10-21,2099-01-01
002491.SZ,2010-10-21,2099-01-01
002492.SZ,2010-11-02,2099-01-01
002493.SZ,2010-11-02,2099-01-01
002494.SZ,2010-11-02,2099-01-01
002495.SZ,2010-11-02,2099-01-01
002496.SZ,2010-11-09,2099-01-01
002497.SZ,2010-11-09,2099-01-01
002498.SZ,2010-11-09,2099-01-01
002499.SZ,2010-11-09,2099-01-01
002500.SZ,2010-11-15,2099-01-01
002501.SZ,2010-11-17,2099-01-01
002502.SZ,2010-11-17,2099-01-01
002503.SZ,2010-11-17,2099-01-01
002504.SZ,2010-11-18,2099-01-01
002505.SZ,2010-11-18,2099-01-01
002506.SZ,2010-11-18,2099-01-01
002507.SZ,2010-11-23,2099-01-01
002508.SZ,2010-11-23,2099-01-01
002509.SZ,2010-11-23,2099-01-01
002510.SZ,2010-11-25,2099-01-01
002511.SZ,2010-11-25,2099-01-01
002512.SZ,2010-12-03,2099-01-01
002513.SZ,2010-12-03,2099-01-01
002514.SZ,2010-12-03,2099-01-01
002515.SZ,2010-12-03,2099-01-01
002516.SZ,2010-12-07,2099-01-01
002517.SZ,2010-12-07,2099-01-01
002518.SZ,2010-12-07,2099-01-01
002519.SZ,2010-12-07,2099-01-01
002520.SZ,2010-12-10,2099-01-01
002521.SZ,2010-12-10,2099-01-01
002522.SZ,2010-12-10,2099-01-01
002523.SZ,2010-12-10,2099-01-01
002524.SZ,2010-12-17,2099-01-01
002526.SZ,2010-12-17,2099-01-01
002527.SZ,2010-12-24,2099-01-01
002528.SZ,2010-12-24,2099-01-01
002529.SZ,2010-12-24,2099-01-01
002530.SZ,2010-12-31,2099-01-01
002531.SZ,2010-12-31,2099-01-01
002532.SZ,2010-12-31,2099-01-01
002533.SZ,2010-12-31,2099-01-01
002534.SZ,2011-01-10,2099-01-01
002535.SZ,2011-01-11,2099-01-01
002536.SZ,2011-01-11,2099-01-01
002537.SZ,2011-01-10,2099-01-01
002538.SZ,2011-01-18,2099-01-01
002539.SZ,2011-01-18,2099-01-01
002540.SZ,2011-01-18,2099-01-01
002541.SZ,2011-01-18,2099-01-01
002542.SZ,2011-01-28,2099-01-01
002543.SZ,2011-01-28,2099-01-01
002544.SZ,2011-01-28,2099-01-01
002545.SZ,2011-02-11,2099-01-01
002546.SZ,2011-02-11,2099-01-01
002547.SZ,2011-02-18,2099-01-01
002548.SZ,2011-02-18,2099-01-01
002549.SZ,2011-02-18,2099-01-01
002550.SZ,2011-02-18,2099-01-01
002551.SZ,2011-02-25,2099-01-01
002552.SZ,2011-02-25,2099-01-01
002553.SZ,2011-02-25,2099-01-01
002554.SZ,2011-02-25,2099-01-01
002555.SZ,2011-03-02,2099-01-01
002556.SZ,2011-03-02,2099-01-01
002557.SZ,2011-03-02,2099-01-01
002558.SZ,2011-03-02,2099-01-01
002559.SZ,2011-03-03,2099-01-01
002560.SZ,2011-03-03,2099-01-01
002561.SZ,2011-03-03,2099-01-01
002562.SZ,2011-03-10,2099-01-01
002563.SZ,2011-03-11,2099-01-01
002564.SZ,2011-03-10,2099-01-01
002565.SZ,2011-03-18,2099-01-01
002566.SZ,2011-03-18,2099-01-01
002567.SZ,2011-03-25,2099-01-01
002568.SZ,2011-03-25,2099-01-01
002569.SZ,2011-04-12,2099-01-01
002570.SZ,2011-04-12,2099-01-01
002571.SZ,2011-04-12,2099-01-01
002572.SZ,2011-04-12,2099-01-01
002573.SZ,2011-04-22,2099-01-01
002574.SZ,2011-04-22,2099-01-01
002575.SZ,2011-04-22,2099-01-01
002576.SZ,2011-04-28,2099-01-01
002577.SZ,2011-04-28,2099-01-01
002578.SZ,2011-04-28,2099-01-01
002579.SZ,2011-05-06,2099-01-01
002580.SZ,2011-05-06,2099-01-01
002581.SZ,2011-05-20,2099-01-01
002582.SZ,2011-05-20,2099-01-01
002583.SZ,2011-05-27,2099-01-01
002584.SZ,2011-06-02,2099-01-01
002585.SZ,2011-06-02,2099-01-01
002586.SZ,2011-06-02,2099-01-01
002587.SZ,2011-06-10,2099-01-01
002588.SZ,2011-06-10,2099-01-01
002589.SZ,2011-06-10,2099-01-01
002590.SZ,2011-06-10,2099-01-01
002591.SZ,2011-06-21,2099-01-01
002592.SZ,2011-11-11,2099-01-01
002593.SZ,2011-06-28,2099-01-01
002594.SZ,2011-06-30,2099-01-01
002595.SZ,2011-06-28,2099-01-01
002596.SZ,2011-07-07,2099-01-01
002597.SZ,2011-07-07,2099-01-01
002598.SZ,2011-07-07,2099-01-01
002599.SZ,2011-07-15,2099-01-01
002600.SZ,2011-07-15,2099-01-01
002601.SZ,2011-07-15,2099-01-01
002602.SZ,2011-07-28,2099-01-01
002603.SZ,2011-07-28,2099-01-01
002604.SZ,2011-07-28,2099-01-01
002605.SZ,2011-08-05,2099-01-01
002606.SZ,2011-08-05,2099-01-01
002607.SZ,2011-08-10,2099-01-01
002608.SZ,2011-08-10,2099-01-01
002609.SZ,2011-08-15,2099-01-01
002610.SZ,2011-08-15,2099-01-01
002611.SZ,2011-08-30,2099-01-01
002612.SZ,2011-08-30,2099-01-01
002613.SZ,2011-08-30,2099-01-01
002614.SZ,2011-09-09,2099-01-01
002615.SZ,2011-09-09,2099-01-01
002616.SZ,2011-09-20,2099-01-01
002617.SZ,2011-09-20,2099-01-01
002618.SZ,2011-09-20,2099-01-01
002619.SZ,2011-09-29,2099-01-01
002620.SZ,2011-09-29,2099-01-01
002621.SZ,2011-09-29,2099-01-01
002622.SZ,2011-10-18,2099-01-01
002623.SZ,2011-10-13,2099-01-01
002624.SZ,2011-10-28,2099-01-01
002625.SZ,2011-11-03,2099-01-01
002626.SZ,2011-10-28,2099-01-01
002627.SZ,2011-11-03,2099-01-01
002628.SZ,2011-11-03,2099-01-01
002629.SZ,2011-11-03,2099-01-01
002630.SZ,2011-11-11,2099-01-01
002631.SZ,2011-11-11,2099-01-01
002632.SZ,2011-11-22,2099-01-01
002633.SZ,2011-11-22,2099-01-01
002634.SZ,2011-12-05,2099-01-01
002635.SZ,2011-11-25,2099-01-01
002636.SZ,2011-11-25,2099-01-01
002637.SZ,2011-11-25,2099-01-01
002638.SZ,2011-11-25,2099-01-01
002639.SZ,2011-12-05,2099-01-01
002640.SZ,2011-12-08,2099-01-01
002641.SZ,2011-12-08,2099-01-01
002642.SZ,2011-12-20,2099-01-01
002643.SZ,2011-12-20,2099-01-01
002644.SZ,2011-12-22,2099-01-01
002645.SZ,2011-12-20,2099-01-01
002646.SZ,2011-12-22,2099-01-01
002647.SZ,2011-12-28,2099-01-01
002648.SZ,2011-12-28,2099-01-01
002649.SZ,2012-01-06,2099-01-01
002650.SZ,2012-01-06,2099-01-01
002651.SZ,2012-01-06,2099-01-01
002652.SZ,2012-01-19,2099-01-01
002653.SZ,2012-01-17,2099-01-01
002654.SZ,2012-02-17,2099-01-01
002655.SZ,2012-02-17,2099-01-01
002656.SZ,2012-02-28,2099-01-01
002657.SZ,2012-02-28,2099-01-01
002658.SZ,2012-03-09,2099-01-01
002659.SZ,2012-03-09,2099-01-01
002660.SZ,2012-03-16,2099-01-01
002661.SZ,2012-03-16,2099-01-01
002662.SZ,2012-03-09,2099-01-01
002663.SZ,2012-03-16,2099-01-01
002664.SZ,2012-03-16,2099-01-01
002665.SZ,2012-03-27,2099-01-01
002666.SZ,2012-03-27,2099-01-01
002667.SZ,2012-03-29,2099-01-01
002668.SZ,2012-04-16,2099-01-01
002669.SZ,2012-04-16,2099-01-01
002670.SZ,2012-04-16,2099-01-01
002671.SZ,2012-04-26,2099-01-01
002672.SZ,2012-04-26,2099-01-01
002673.SZ,2012-05-03,2099-01-01
002674.SZ,2012-05-07,2099-01-01
002675.SZ,2012-05-25,2099-01-01
002676.SZ,2012-05-25,2099-01-01
002677.SZ,2012-05-25,2099-01-01
002678.SZ,2012-05-30,2099-01-01
002679.SZ,2012-06-05,2099-01-01
002680.SZ,2012-06-05,2099-01-01
002681.SZ,2012-06-05,2099-01-01
002682.SZ,2012-06-12,2099-01-01
002683.SZ,2012-06-12,2099-01-01
002684.SZ,2012-06-12,2099-01-01
002685.SZ,2012-06-12,2099-01-01
002686.SZ,2012-07-03,2099-01-01
002687.SZ,2012-07-13,2099-01-01
002688.SZ,2012-07-13,2099-01-01
002689.SZ,2012-07-17,2099-01-01
002690.SZ,2012-07-31,2099-01-01
002691.SZ,2012-07-31,2099-01-01
002692.SZ,2012-08-08,2099-01-01
002693.SZ,2012-08-08,2099-01-01
002694.SZ,2012-08-16,2099-01-01
002695.SZ,2012-09-05,2099-01-01
002696.SZ,2012-09-05,2099-01-01
002697.SZ,2012-09-05,2099-01-01
002698.SZ,2012-09-11,2099-01-01
002699.SZ,2012-09-11,2099-01-01
002700.SZ,2012-09-21,2099-01-01
002701.SZ,2012-10-11,2099-01-01
002702.SZ,2012-10-11,2099-01-01
002703.SZ,2012-11-02,2099-01-01
002705.SZ,2014-01-21,2099-01-01
002706.SZ,2014-01-21,2099-01-01
002707.SZ,2014-01-23,2099-01-01
002708.SZ,2014-01-21,2099-01-01
002709.SZ,2014-01-23,2099-01-01
002711.SZ,2014-01-27,2099-01-01
002712.SZ,2014-01-23,2099-01-01
002713.SZ,2014-02-19,2099-01-01
002714.SZ,2014-01-28,2099-01-01
002715.SZ,2014-02-19,2099-01-01
002716.SZ,2014-01-28,2099-01-01
002717.SZ,2014-02-19,2099-01-01
002718.SZ,2014-01-28,2099-01-01
002719.SZ,2014-01-28,2099-01-01
002721.SZ,2014-01-27,2099-01-01
002722.SZ,2014-01-28,2099-01-01
002723.SZ,2014-01-29,2099-01-01
002724.SZ,2014-11-04,2099-01-01
002725.SZ,2014-01-29,2099-01-01
002726.SZ,2014-06-26,2099-01-01
002727.SZ,2014-07-02,2099-01-01
002728.SZ,2014-07-31,2099-01-01
002729.SZ,2014-09-12,2099-01-01
002730.SZ,2014-10-09,2099-01-01
002731.SZ,2014-11-04,2099-01-01
002732.SZ,2014-12-05,2099-01-01
002733.SZ,2014-12-03,2099-01-01
002734.SZ,2015-01-27,2099-01-01
002735.SZ,2014-12-03,2099-01-01
002736.SZ,2014-12-29,2099-01-01
002737.SZ,2014-12-30,2099-01-01
002738.SZ,2014-12-30,2099-01-01
002739.SZ,2015-01-22,2099-01-01
002740.SZ,2015-01-22,2099-01-01
002741.SZ,2015-02-16,2099-01-01
002742.SZ,2015-02-17,2099-01-01
002743.SZ,2015-02-17,2099-01-01
002745.SZ,2015-02-17,2099-01-01
002746.SZ,2015-02-16,2099-01-01
002747.SZ,2015-03-20,2099-01-01
002748.SZ,2015-03-19,2099-01-01
002749.SZ,2015-03-20,2099-01-01
002750.SZ,2015-03-24,2099-01-01
002751.SZ,2015-04-24,2099-01-01
002752.SZ,2015-04-22,2099-01-01
002753.SZ,2015-05-19,2099-01-01
002755.SZ,2015-05-15,2099-01-01
002756.SZ,2015-05-15,2099-01-01
002757.SZ,2015-05-27,2099-01-01
002758.SZ,2015-05-27,2099-01-01
002759.SZ,2015-05-28,2099-01-01
002760.SZ,2015-06-11,2099-01-01
002761.SZ,2015-06-10,2099-01-01
002762.SZ,2015-06-10,2099-01-01
002763.SZ,2015-06-10,2099-01-01
002765.SZ,2015-06-12,2099-01-01
002766.SZ,2015-06-11,2099-01-01
002767.SZ,2015-06-12,2099-01-01
002768.SZ,2015-06-30,2099-01-01
002769.SZ,2015-06-29,2099-01-01
002770.SZ,2015-06-30,2099-01-01
002771.SZ,2015-06-29,2099-01-01
002772.SZ,2015-06-26,2099-01-01
002773.SZ,2015-06-26,2099-01-01
002775.SZ,2015-06-29,2099-01-01
002776.SZ,2015-06-26,2099-01-01
002777.SZ,2015-12-31,2099-01-01
002779.SZ,2015-12-09,2099-01-01
002780.SZ,2015-12-09,2099-01-01
002781.SZ,2015-12-22,2099-01-01
002782.SZ,2015-12-22,2099-01-01
002783.SZ,2015-12-09,2099-01-01
002785.SZ,2015-12-23,2099-01-01
002786.SZ,2015-12-23,2099-01-01
002787.SZ,2015-12-31,2099-01-01
300001.SZ,2009-10-30,2099-01-01
300002.SZ,2009-10-30,2099-01-01
300003.SZ,2009-10-30,2099-01-01
300004.SZ,2009-10-30,2099-01-01
300005.SZ,2009-10-30,2099-01-01
300006.SZ,2009-10-30,2099-01-01
300007.SZ,2009-10-30,2099-01-01
300008.SZ,2009-10-30,2099-01-01
300009.SZ,2009-10-30,2099-01-01
300010.SZ,2009-10-30,2099-01-01
300011.SZ,2009-10-30,2099-01-01
300012.SZ,2009-10-30,2099-01-01
300013.SZ,2009-10-30,2099-01-01
300014.SZ,2009-10-30,2099-01-01
300015.SZ,2009-10-30,2099-01-01
300016.SZ,2009-10-30,2099-01-01
300017.SZ,2009-10-30,2099-01-01
300018.SZ,2009-10-30,2099-01-01
300019.SZ,2009-10-30,2099-01-01
300020.SZ,2009-10-30,2099-01-01
300021.SZ,2009-10-30,2099-01-01
300022.SZ,2009-10-30,2099-01-01
300023.SZ,2009-10-30,2099-01-01
300024.SZ,2009-10-30,2099-01-01
300025.SZ,2009-10-30,2099-01-01
300026.SZ,2009-10-30,2099-01-01
300027.SZ,2009-10-30,2099-01-01
300028.SZ,2009-10-30,2099-01-01
300029.SZ,2009-12-25,2099-01-01
300030.SZ,2009-12-25,2099-01-01
300031.SZ,2009-12-25,2099-01-01
300032.SZ,2009-12-25,2099-01-01
300033.SZ,2009-12-25,2099-01-01
300034.SZ,2009-12-25,2099-01-01
300035.SZ,2009-12-25,2099-01-01
300036.SZ,2009-12-25,2099-01-01
300037.SZ,2010-01-08,2099-01-01
300038.SZ,2010-01-08,2099-01-01
300039.SZ,2010-01-08,2099-01-01
300040.SZ,2010-01-08,2099-01-01
300041.SZ,2010-01-08,2099-01-01
300042.SZ,2010-01-08,2099-01-01
300043.SZ,2010-01-20,2099-01-01
300044.SZ,2010-01-20,2099-01-01
300045.SZ,2010-01-20,2099-01-01
300046.SZ,2010-01-20,2099-01-01
300047.SZ,2010-01-20,2099-01-01
300048.SZ,2010-01-20,2099-01-01
300049.SZ,2010-01-20,2099-01-01
300050.SZ,2010-01-20,2099-01-01
300051.SZ,2010-02-11,2099-01-01
300052.SZ,2010-02-11,2099-01-01
300053.SZ,2010-02-11,2099-01-01
300054.SZ,2010-02-11,2099-01-01
300055.SZ,2010-02-26,2099-01-01
300056.SZ,2010-02-26,2099-01-01
300057.SZ,2010-02-26,2099-01-01
300058.SZ,2010-02-26,2099-01-01
300059.SZ,2010-03-19,2099-01-01
300061.SZ,2010-03-19,2099-01-01
300062.SZ,2010-03-19,2099-01-01
300063.SZ,2010-03-26,2099-01-01
300064.SZ,2010-03-26,2099-01-01
300065.SZ,2010-03-26,2099-01-01
300066.SZ,2010-03-26,2099-01-01
300067.SZ,2010-04-21,2099-01-01
300068.SZ,2010-04-21,2099-01-01
300069.SZ,2010-04-21,2099-01-01
300070.SZ,2010-04-21,2099-01-01
300071.SZ,2010-04-21,2099-01-01
300072.SZ,2010-04-27,2099-01-01
300073.SZ,2010-04-27,2099-01-01
300074.SZ,2010-04-27,2099-01-01
300075.SZ,2010-04-27,2099-01-01
300076.SZ,2010-04-30,2099-01-01
300077.SZ,2010-04-30,2099-01-01
300078.SZ,2010-04-30,2099-01-01
